Date,Item_ID,Item_Name,Category,Subcategory,Unit,Current_Stock,Reorder_Level,Daily_Usage,Lead_Time,Price_per_Unit,Supplier_Name,Seasonal_Factor,Waste_Percentage
2024-01-04,20,cucumber,Veg,Grocery,kg,18.31,8.38,4.98,1,50,Supplier A,1.06,3.79
2024-01-04,21,curry,Veg,Vegetable,kg,12.79,5.79,1.28,2,250,Supplier B,1.42,4.75
2024-01-04,22,egg,Non-Veg,Poultry,pieces,10.08,8.16,2.83,1,50,Supplier C,0.83,2.22
2024-01-04,23,eggs,Non-Veg,Poultry,pieces,21.08,4.54,7.0,3,6,Supplier C,0.81,2.39
2024-01-04,24,evaporated milk,Veg,Dairy,liter,15.83,6.01,3.07,4,250,Supplier B,1.13,4.55
2024-01-04,25,fish broth,Non-Veg,Fish,liter,12.58,3.57,3.52,2,70,Supplier B,1.15,2.22
2024-01-04,26,flat rice noodles,Veg,Grain,kg,9.43,8.79,3.0,3,50,Supplier C,1.29,1.66
2024-01-04,27,flour,Veg,Grain,kg,11.64,4.47,3.87,3,600,Supplier C,0.97,4.62
2024-01-04,28,fries,Veg,Vegetable,kg,9.63,6.32,1.72,3,450,Supplier B,0.85,0.31
2024-01-04,29,galangal,Veg,Vegetable,kg,16.98,8.72,1.09,3,35,Supplier C,0.91,2.44
2024-01-04,30,garlic,Veg,Grocery,kg,16.47,4.7,8.0,2,6,Supplier B,1.36,1.56
2024-01-04,31,ghee,Veg,Dairy,kg,19.56,5.78,2.81,3,280,Supplier B,1.29,2.62
2024-01-04,32,ginger,Veg,Grocery,kg,18.24,7.34,3.22,2,600,Supplier B,1.18,2.5
2024-01-04,33,kaya,Veg,Vegetable,kg,17.779999999999998,7.13,0.9,3,35,Supplier B,1.33,0.14
2024-01-04,34,lemon,Veg,Fruit,kg,15.31,4.51,4.56,1,250,Supplier A,0.94,4.18
2024-01-04,35,lemongrass,Veg,Fruit,kg,11.06,8.97,4.6,2,280,Supplier B,1.15,1.66
2024-01-04,36,mint,Veg,Herb,kg,16.32,9.2,1.93,2,40,Supplier C,1.09,4.38
2024-01-04,37,mushrooms,Veg,Vegetable,kg,18.24,4.89,1.94,4,40,Supplier B,0.92,0.22
2024-01-04,38,onion,Veg,Grocery,kg,14.93,4.73,6.0,4,6,Supplier C,1.48,3.94
2024-01-04,39,palm sugar,Veg,Grocery,kg,17.990000000000002,3.85,0.94,2,40,Supplier B,1.4,3.64
2024-01-04,40,peanuts,Veg,Vegetable,kg,10.34,3.48,3.55,1,280,Supplier B,1.23,1.74
2024-01-04,41,prawns,Non-Veg,Fish,kg,21.91,6.02,2.53,2,280,Supplier C,0.98,3.46
2024-01-04,42,red beans,Veg,Vegetable,kg,18.48,3.91,4.0,1,50,Supplier A,1.16,0.51
2024-01-04,43,rice,Veg,Grain,kg,19.08,9.02,0.66,3,600,Supplier C,0.99,4.39
2024-01-04,44,rice flour jelly,Veg,Grain,kg,18.48,6.52,4.5,3,450,Supplier B,1.23,4.57
2024-01-04,45,rice noodles,Veg,Grain,kg,20.610000000000003,4.4,3.6,3,70,Supplier A,1.47,3.35
2024-01-04,46,sambal,Veg,Vegetable,kg,12.06,4.81,4.04,4,50,Supplier A,1.33,2.72
2024-01-04,47,shrimp paste,Non-Veg,Fish,kg,18.91,4.3,3.99,3,40,Supplier A,1.18,2.06
2024-01-04,48,soft-boiled eggs,Non-Veg,Poultry,liter,17.35,7.44,7.0,4,6,Supplier A,0.95,3.31
2024-01-04,49,soy sauce,Veg,Grocery,liter,8.55,7.64,1.48,2,40,Supplier A,0.8,3.48
2024-01-04,50,spaghetti,Veg,Vegetable,kg,11.34,8.2,1.84,4,50,Supplier C,1.41,0.32
2024-01-04,51,spices,Veg,Grocery,kg,9.75,8.91,4.29,2,600,Supplier A,1.46,1.55
2024-01-04,52,sugar syrup,Veg,Grocery,liter,15.75,5.36,4.0,4,50,Supplier A,1.0,1.44
2024-01-04,53,tamarind,Veg,Grocery,kg,14.48,8.29,3.54,2,280,Supplier B,1.06,1.54
2024-01-04,54,tandoori masala,Veg,Vegetable,kg,11.45,4.25,5.0,3,50,Supplier B,1.21,1.04
2024-01-04,55,vegetable broth,Veg,Vegetable,liter,17.36,8.04,1.53,3,250,Supplier A,1.2,2.99
2024-01-04,56,water,Veg,Vegetable,liter,20.78,5.74,1.81,1,40,Supplier C,0.8,3.83
2024-01-04,57,white bread,Veg,Grain,kg,19.46,3.35,1.91,4,450,Supplier C,1.24,4.58
2024-01-04,58,yogurt,Veg,Dairy,kg,21.22,4.33,2.52,4,250,Supplier B,1.26,2.35
2024-01-05,1,anchovies,Non-Veg,Fish,kg,19.52,8.47,3.09,3,40,Supplier C,1.45,1.52
2024-01-05,2,bean sprouts,Veg,Vegetable,kg,22.4,7.78,2.76,3,450,Supplier B,1.0,3.69
2024-01-05,3,beef,Non-Veg,Meat,kg,14.92,5.29,1.86,4,600,Supplier C,0.95,3.85
2024-01-05,4,beef bacon,Non-Veg,Meat,kg,16.92,7.02,0.8,4,250,Supplier B,1.38,3.91
2024-01-05,5,black pepper,Veg,Grocery,kg,16.080000000000002,7.58,0.87,3,250,Supplier B,1.47,4.34
2024-01-05,6,black pepper sauce,Veg,Grocery,liter,16.59,3.78,0.72,1,35,Supplier B,1.45,0.95
2024-01-05,7,black tea,Veg,Vegetable,kg,16.32,9.2,1.93,2,40,Supplier C,1.09,4.38
2024-01-05,8,butter,Veg,Dairy,kg,19.68,4.19,3.36,2,50,Supplier B,1.12,0.48
2024-01-05,9,cheese,Veg,Dairy,kg,15.25,5.88,3.18,2,40,Supplier C,1.4,0.53
2024-01-05,10,chicken,Non-Veg,Meat,kg,13.3,4.66,7.0,4,50,Supplier A,1.47,3.32
2024-01-05,11,chicken thigh,Non-Veg,Meat,kg,20.53,7.17,8.0,1,6,Supplier C,1.1,1.99
