date,ingredient_name,unit,historical_ingredient_usage,contributing_menu_items,covered_menu_quantity
2024-01-08,Egg,pieces,649.0,1,649.0
2024-01-08,Eggs,pieces,162.0,1,162.0
2024-01-08,Evaporated Milk,liter,112.1,1,2242.0
2024-01-08,Fish Broth,liter,42.6,1,142.0
2024-01-08,Flour,kg,64.9,1,649.0
2024-01-08,Fries,kg,23.4,1,156.0
2024-01-08,Garlic,kg,2.07,1,207.0
2024-01-08,Ghee,kg,12.979999999999999,1,649.0
2024-01-08,Ginger,kg,2.07,1,207.0
2024-01-08,Kaya,kg,54.089999999999996,1,1803.0
2024-01-08,Mint,kg,0.71,1,142.0
2024-01-08,Palm Sugar,kg,26.4,1,528.0
2024-01-08,Red Beans,kg,26.4,1,528.0
2024-01-08,Rice Flour Jelly,kg,52.8,1,528.0
2024-01-08,Rice Noodles,kg,21.3,1,142.0
2024-01-08,Shrimp Paste,kg,1.42,1,142.0
2024-01-08,Soft-Boiled Eggs,pieces,3606.0,1,1803.0
2024-01-08,Spaghetti,kg,19.44,1,162.0
2024-01-08,Tamarind,kg,1.42,1,142.0
2024-01-08,Tandoori Masala,kg,4.14,1,207.0
2024-01-08,Water,liter,32.45,1,649.0
2024-01-08,White Bread,kg,180.3,1,1803.0
2024-01-08,Yogurt,liter,20.700000000000003,1,207.0
2024-01-09,Anchovies,kg,3.27,1,109.0
2024-01-09,Bean Sprouts,kg,6.75,1,135.0
2024-01-09,Beef,kg,10.799999999999999,1,60.0
2024-01-09,Beef Bacon,kg,3.75,1,75.0
2024-01-09,Black Pepper,kg,0.15,1,75.0
2024-01-09,Black Pepper Sauce,liter,28.1,1,562.0
2024-01-09,Black Tea,kg,5.38,2,1076.0
2024-01-09,Butter,kg,20.04,1,1002.0
2024-01-09,Cheese,kg,2.25,1,75.0
2024-01-09,Chicken Thigh,kg,112.4,1,562.0
2024-01-09,Chili,kg,0.6,1,60.0
2024-01-09,Chives,kg,1.35,1,135.0
2024-01-09,Cockles,kg,6.75,1,135.0
2024-01-09,Coconut Milk,liter,165.89999999999998,3,1086.0
2024-01-09,Coleslaw,kg,56.2,1,562.0
2024-01-09,Condensed Milk,liter,9.75,1,195.0
2024-01-09,Cream,liter,19.8,1,198.0
2024-01-09,Egg,pieces,109.0,1,109.0
2024-01-09,Eggs,pieces,75.0,1,75.0
2024-01-09,Evaporated Milk,liter,9.75,1,195.0
2024-01-09,Flat Rice Noodles,kg,20.25,1,135.0
2024-01-09,Fries,kg,84.3,1,562.0
2024-01-09,Galangal,kg,0.6,1,60.0
2024-01-09,Garlic,kg,1.98,1,198.0
2024-01-09,Kaya,kg,30.06,1,1002.0
2024-01-09,Lemon,kg,26.43,1,881.0
2024-01-09,Lemongrass,kg,0.6,1,60.0
2024-01-09,Mushrooms,kg,29.7,1,198.0
2024-01-09,Onion,kg,9.9,1,198.0
2024-01-09,Palm Sugar,kg,45.85,1,917.0
2024-01-09,Peanuts,kg,3.27,1,109.0
2024-01-09,Prawns,kg,10.8,1,135.0
2024-01-09,Red Beans,kg,45.85,1,917.0
2024-01-09,Rice,kg,19.62,1,109.0
2024-01-09,Rice Flour Jelly,kg,91.7,1,917.0
2024-01-09,Sambal,kg,3.27,1,109.0
2024-01-09,Soft-Boiled Eggs,pieces,2004.0,1,1002.0
2024-01-09,Soy Sauce,liter,2.7,1,135.0
2024-01-09,Spaghetti,kg,9.0,1,75.0
2024-01-09,Spices,kg,1.2,1,60.0
2024-01-09,Sugar Syrup,liter,26.43,1,881.0
2024-01-09,Vegetable Broth,liter,49.5,1,198.0
2024-01-09,White Bread,kg,100.20000000000002,1,1002.0
2024-01-10,Anchovies,kg,4.47,1,149.0
2024-01-10,Bean Sprouts,kg,12.850000000000001,1,257.0
2024-01-10,Beef,kg,41.58,1,231.0
2024-01-10,Black Pepper Sauce,liter,38.150000000000006,1,763.0
2024-01-10,Black Tea,kg,13.85,2,2770.0
2024-01-10,Butter,kg,39.86,1,1993.0
2024-01-10,Chicken,kg,3.2399999999999998,2,18.0
2024-01-10,Chicken Thigh,kg,152.60000000000002,1,763.0
2024-01-10,Chili,kg,2.31,1,231.0
2024-01-10,Chili Sauce,liter,0.36,1,18.0
2024-01-10,Chives,kg,2.57,1,257.0
2024-01-10,Cockles,kg,12.850000000000001,1,257.0
2024-01-10,Coconut Milk,liter,201.75,3,1268.0
2024-01-10,Coleslaw,kg,76.30000000000001,1,763.0
2024-01-10,Condensed Milk,liter,129.8,1,2596.0
2024-01-10,Cream,liter,0.0,1,0.0
2024-01-10,Cucumber,kg,11.58,2,386.0
2024-01-10,Curry,liter,35.300000000000004,1,353.0
2024-01-10,Egg,pieces,502.0,2,502.0
2024-01-10,Evaporated Milk,liter,129.8,1,2596.0
2024-01-10,Fish Broth,liter,110.39999999999999,1,368.0
2024-01-10,Flat Rice Noodles,kg,38.55,1,257.0
2024-01-10,Flour,kg,35.300000000000004,1,353.0
2024-01-10,Fries,kg,114.44999999999999,1,763.0
2024-01-10,Galangal,kg,2.31,1,231.0
2024-01-10,Garlic,kg,0.18,3,18.0
2024-01-10,Ghee,kg,7.0600000000000005,1,353.0
2024-01-10,Ginger,kg,0.18,2,18.0
2024-01-10,Kaya,kg,59.79,1,1993.0
2024-01-10,Lemon,kg,5.22,1,174.0
2024-01-10,Lemongrass,kg,2.31,1,231.0
2024-01-10,Mint,kg,1.84,1,368.0
2024-01-10,Mushrooms,kg,0.0,1,0.0
2024-01-10,Onion,kg,0.0,1,0.0
2024-01-10,Palm Sugar,kg,44.400000000000006,1,888.0
2024-01-10,Peanuts,kg,4.47,1,149.0
2024-01-10,Prawns,kg,20.56,1,257.0
2024-01-10,Red Beans,kg,44.400000000000006,1,888.0
2024-01-10,Rice,kg,30.42,2,167.0
2024-01-10,Rice Flour Jelly,kg,88.80000000000001,1,888.0
2024-01-10,Rice Noodles,kg,55.199999999999996,1,368.0
2024-01-10,Sambal,kg,4.47,1,149.0
2024-01-10,Shrimp Paste,kg,3.68,1,368.0
2024-01-10,Soft-Boiled Eggs,pieces,3986.0,1,1993.0
2024-01-10,Soy Sauce,liter,5.14,1,257.0
2024-01-10,Spices,kg,4.62,1,231.0
2024-01-10,Sugar Syrup,liter,5.22,1,174.0
2024-01-10,Tamarind,kg,3.68,1,368.0
2024-01-10,Tandoori Masala,kg,0.0,1,0.0
2024-01-10,Vegetable Broth,liter,0.0,1,0.0
2024-01-10,Water,liter,17.650000000000002,1,353.0
2024-01-10,White Bread,kg,199.3,1,1993.0
2024-01-10,Yogurt,liter,0.0,1,0.0
2024-01-11,Anchovies,kg,38.849999999999994,1,1295.0
2024-01-11,Bean Sprouts,kg,0.15000000000000002,1,3.0
2024-01-11,Beef,kg,57.6,1,320.0
2024-01-11,Beef Bacon,kg,7.7,1,154.0
2024-01-11,Black Pepper,kg,0.308,1,154.0
2024-01-11,Black Tea,kg,22.125,2,4425.0
2024-01-11,Cheese,kg,4.62,1,154.0
